Rk,Player,Age,Tm,Pos,GP,CF,CA,CF%,CF% rel,FF,FA,FF%,FF% rel,oiSH%,oiSV%,PDO,oZS%,dZS%,TOI/60,TOI(EV),TK,GV,E+/-,SAtt.,Thru%,-9999
1,Justin Abdelkader,32,DET,LW,49,348,439,44.2,-1.9,267,316,45.8,0.0,3.2,91.3,94.6,43.3,56.7,11:32,9:48,10,18,-5.5,76,52.6,abdelju01
2,Pontus Åberg,26,TOR,LW,5,31,50,38.3,-18.2,19,40,32.2,-22.4,9.1,96.2,105.2,60.0,40.0,8:42,8:42,1,2,-1.0,5,80.0,abergpo01
3,Vitaly Abramov,21,OTT,RW,2,11,17,39.3,-14.7,9,12,42.9,-11.8,16.7,87.5,104.2,33.3,66.7,5:47,5:47,0,1,-0.3,4,75.0,abramvi01
4,Noel Acciari,28,FLA,C,66,790,894,46.9,-3.5,590,639,48.0,-2.5,10.1,90.6,100.7,38.6,61.4,15:57,13:08,32,21,-7.0,189,57.1,acciano01
5,Andrew Agozzino,29,TOT,LW,22,127,104,55.0,8.0,92,77,54.4,7.4,11.7,93.5,105.2,53.4,46.6,7:21,6:49,5,4,-0.4,,,agozzan01
5,Andrew Agozzino,29,PIT,LW,17,81,65,55.5,8.2,59,49,54.6,7.1,9.8,90.7,100.5,52.8,47.2,6:36,6:09,4,2,-0.8,12,66.7,agozzan01
5,Andrew Agozzino,29,ANA,LW,5,46,39,54.1,8.2,33,28,54.1,8.9,15.8,100.0,115.8,55.0,45.0,9:56,9:07,1,2,0.4,6,33.3,agozzan01
6,Sebastian Aho,22,CAR,F,68,1093,830,56.8,3.8,827,664,55.5,2.8,10.3,88.1,98.4,58.5,41.5,19:25,14:40,71,58,10.1,333,61.9,ahose01
7,Karl Alzner,31,MTL,D,4,41,31,56.9,0.4,26,23,53.1,-1.8,5.6,88.2,93.8,55.6,44.4,13:55,13:11,0,1,0.8,6,66.7,alzneka01
8,Michael Amadio,23,LAK,C,68,801,664,54.7,1.8,607,514,54.1,1.6,6.6,89.4,96.0,50.2,49.8,13:01,11:24,31,25,4.0,164,60.4,amadimi01
9,Joey Anderson,21,NJD,RW,18,148,215,40.8,-0.9,115,154,42.8,0.6,9.8,92.5,102.3,39.2,60.8,13:13,11:08,4,7,0.0,39,53.8,anderjo08
10,Josh Anderson,25,CBJ,RW,26,297,330,47.4,-2.7,230,238,49.1,-3.7,6.5,89.2,95.7,53.6,46.4,16:04,12:25,9,12,-0.7,98,64.3,anderjo05
11,Michael Anderson,20,LAK,D,6,82,111,42.5,-6.1,63,75,45.7,-0.7,14.9,96.0,110.9,42.6,57.4,18:09,16:46,0,2,0.3,16,56.3,andermi02
12,Jaret Anderson-Dolan,20,LAK,C,4,35,31,53.0,-2.8,28,26,51.9,-4.1,0.0,94.1,94.1,60.0,40.0,10:16,10:03,0,2,-1.4,3,66.7,anderja01
13,Lias Andersson,21,NYR,C,17,79,133,37.3,-6.7,68,103,39.8,-5.0,4.4,86.1,90.6,46.3,53.7,9:33,7:29,8,4,-3.2,14,92.9,anderli01
14,Rasmus Andersson,23,CGY,D,70,1203,1115,51.9,2.2,921,869,51.5,2.7,7.9,91.1,98.9,54.6,45.4,19:56,17:22,19,39,7.2,218,56.9,anderra01
15,Andy Andreoff,28,PHI,LW,14,99,100,49.7,-2.4,81,74,52.3,1.1,4.8,88.7,93.4,51.6,48.4,8:32,8:32,1,0,-0.7,19,73.7,andrean01
16,Anthony Angello,23,PIT,C,8,35,47,42.7,-2.8,28,36,43.8,-2.0,9.1,92.6,101.7,45.5,54.5,5:43,5:39,1,0,-0.5,7,71.4,angelan01
17,Artem Anisimov,31,OTT,C,49,549,616,47.1,-0.8,394,459,46.2,-2.0,7.3,90.2,97.5,53.4,46.6,13:51,12:01,19,16,-3.4,177,49.2,anisiar01
18,Mason Appleton,24,WPG,C,46,404,411,49.6,0.3,308,317,49.3,1.4,5.1,90.8,95.9,47.0,53.0,11:10,10:06,11,10,-2.8,92,59.8,applema01
19,Josh Archibald,27,EDM,RW,62,535,674,44.3,-4.1,406,476,46.0,-2.5,8.9,89.5,98.4,43.0,57.0,13:14,10:38,24,11,-6.7,119,53.8,archijo01
20,Joel Armia,26,MTL,RW,58,790,747,51.4,-4.8,587,575,50.5,-5.5,9.0,90.3,99.2,52.9,47.1,17:14,13:30,47,27,2.4,265,58.5,armiajo01
21,Viktor Arvidsson,26,NSH,LW,57,750,748,50.1,-0.7,558,569,49.5,-2.5,8.2,92.0,100.1,54.5,45.5,16:12,13:09,15,24,-5.7,263,48.3,arvidvi01
22,Rasmus Asplund,22,BUF,F,29,203,219,48.1,-2.5,161,181,47.1,-3.1,6.1,91.4,97.5,36.5,63.5,10:50,8:60,5,7,-0.7,44,81.8,asplura01
23,Zach Aston-Reese,25,PIT,C,57,584,565,50.8,0.2,436,418,51.1,-0.3,7.3,93.0,100.3,30.9,69.1,14:26,12:16,20,21,6.3,157,62.4,astonza01
24,Andreas Athanasiou,25,TOT,C,55,592,706,45.6,-0.1,479,547,46.7,1.1,6.8,84.0,90.7,52.1,47.9,15:51,13:48,15,31,-7.5,,,athanan01
24,Andreas Athanasiou,25,DET,C,46,505,603,45.6,-0.3,407,465,46.7,1.0,7.3,82.1,89.4,55.2,44.8,16:32,14:11,13,30,-6.5,184,62.5,athanan01
24,Andreas Athanasiou,25,EDM,C,9,87,103,45.8,0.5,72,82,46.8,1.9,3.9,94.9,98.8,36.1,63.9,12:19,11:53,2,1,-1.0,24,58.3,athanan01
25,Cam Atkinson,30,CBJ,RW,44,599,600,50.0,0.3,464,440,51.3,-0.2,7.3,92.6,99.9,51.2,48.8,17:51,13:49,26,21,2.2,220,67.3,atkinca01
26,Nicolas Aubé-Kubel,23,PHI,RW,36,319,324,49.6,-1.6,242,219,52.5,1.0,10.2,90.4,100.6,47.6,52.4,11:17,10:12,13,9,2.1,88,54.5,aubekni01
27,David Backes,35,TOT,C,22,191,178,51.8,0.2,151,131,53.5,1.9,7.2,90.4,97.6,54.8,45.2,9:24,8:59,5,9,1.8,,,backeda01
27,David Backes,35,BOS,C,16,139,108,56.3,4.0,111,83,57.2,5.0,4.5,91.5,96.1,53.8,46.3,8:33,8:12,4,2,2.5,36,72.2,backeda01
27,David Backes,35,ANA,C,6,52,70,42.6,-6.9,40,48,45.5,-4.5,17.4,88.6,106.0,57.1,42.9,11:39,11:04,1,7,-0.6,14,57.1,backeda01
28,Mikael Backlund,30,CGY,C,70,1062,1013,51.2,1.1,791,784,50.2,0.8,9.8,90.5,100.2,50.9,49.1,17:56,14:43,64,55,2.2,285,55.1,backlmi01
29,Nicklas Bäckström,32,WSH,C,61,1017,861,54.2,2.6,763,638,54.5,3.0,11.3,87.5,98.8,52.5,47.5,19:00,14:56,34,42,6.2,220,60.0,backsni02
30,Sven Baertschi,27,VAN,LW,6,72,41,63.7,11.8,49,32,60.5,9.8,0.0,92.0,92.0,55.9,44.1,11:49,10:13,1,1,0.6,15,46.7,baertsv01
31,Josh Bailey,30,NYI,C,68,821,954,46.3,-0.6,598,705,45.9,-1.5,9.7,89.0,98.7,50.9,49.1,16:53,13:24,38,54,-3.0,161,58.4,bailejo01
32,Justin Bailey,24,VAN,RW,2,8,17,32.0,-4.8,5,12,29.4,-6.6,0.0,100.0,100.0,22.2,77.8,5:20,5:20,0,1,0.0,1,100.0,baileju01
33,Rūdolfs Balcers,22,OTT,LW,15,164,146,52.9,3.4,119,108,52.4,2.6,7.8,90.4,98.2,55.0,45.0,12:08,10:08,7,5,-1.2,42,54.8,balceru01
34,Ivan Barbashev,24,STL,C,69,662,752,46.8,-4.9,501,567,46.9,-4.6,8.2,93.0,101.2,39.6,60.4,13:27,11:34,33,31,-5.8,133,57.1,barbaiv01
35,Riley Barber,25,MTL,RW,9,72,68,51.4,-4.2,55,48,53.4,-2.8,0.0,96.9,96.9,48.8,51.2,8:15,8:15,0,2,-0.5,11,54.5,barberi01
36,Mark Barberio,29,COL,D,21,268,267,50.1,-0.9,190,197,49.1,-1.6,8.7,93.5,102.2,35.7,64.3,14:06,12:46,6,13,0.2,46,63.0,barbema01
37,Cole Bardreau,26,NYI,F,10,51,78,39.5,-6.3,40,53,43.0,-4.2,8.0,85.3,93.3,53.7,46.3,8:52,8:19,4,4,-0.9,15,66.7,bardrco01
38,Aleksander Barkov,24,FLA,C,66,1024,926,52.5,3.6,791,726,52.1,2.5,9.9,89.8,99.7,57.5,42.5,20:01,15:19,51,52,4.2,267,64.4,barkoal01
39,Tyson Barrie,28,TOR,D,70,1466,1259,53.8,3.1,1078,991,52.1,1.4,8.9,90.2,99.1,58.2,41.8,21:53,18:58,16,62,1.7,373,45.3,barrity01
40,Mathew Barzal,22,NYI,C,68,1257,1175,51.7,7.8,929,847,52.3,8.3,8.8,91.8,100.6,57.8,42.2,20:01,17:05,70,103,8.5,295,58.0,barzama01
41,Drake Batherson,21,OTT,C,23,263,276,48.8,1.1,189,212,47.1,-0.8,4.5,88.8,93.3,54.5,45.5,15:34,13:19,5,5,-3.3,65,49.2,bathedr01
42,Jay Beagle,34,VAN,RW/C,55,379,637,37.3,-13.4,300,450,40.0,-11.3,5.6,92.7,98.3,23.0,77.0,12:34,9:29,14,7,-10.1,73,67.1,beaglja01
43,Ethan Bear,22,EDM,D,71,1280,1330,49.0,2.5,955,1020,48.4,0.5,9.5,90.4,100.0,52.1,47.9,21:58,19:03,44,84,2.7,181,54.7,bearet01
44,J.C. Beaudin,22,OTT,C,22,129,173,42.7,-5.3,95,129,42.4,-6.6,5.7,89.2,95.0,46.2,53.8,8:38,8:17,1,2,-1.8,28,64.3,beaudje01
45,Nicolas Beaudin,20,CHI,D,1,17,22,43.6,-15.4,13,15,46.4,-21.4,9.1,100.0,109.1,66.7,33.3,17:01,16:51,0,1,0.0,5,40.0,beaudni01
46,Nathan Beaulieu,27,WPG,D,38,461,556,45.3,-4.4,355,410,46.4,-1.7,9.6,95.6,105.2,51.8,48.2,16:60,14:37,6,23,-2.8,75,50.7,beaulna01
47,Anthony Beauvillier,22,NYI,LW,68,899,1034,46.5,-0.3,674,765,46.8,-0.3,9.5,89.0,98.5,49.5,50.5,17:16,14:32,29,51,-0.6,235,56.2,beauvan01
48,Pierre-Édouard Bellemare,34,COL,LW,69,755,690,52.2,1.0,547,495,52.5,1.6,6.9,91.1,97.9,42.0,58.0,13:25,11:02,53,17,4.7,138,61.6,bellepi01
49,Kieffer Bellows,21,NYI,LW,8,56,87,39.2,-8.4,42,61,40.8,-5.5,12.1,97.2,109.3,53.6,46.4,10:39,10:37,2,5,0.7,21,52.4,belloki01
50,Emil Bemström,20,CBJ,C,56,496,496,50.0,1.2,367,374,49.5,-1.1,6.2,89.8,96.1,59.5,40.5,12:16,10:40,10,16,0.3,149,65.1,bemstem01
51,Jamie Benn,30,DAL,LW,69,963,913,51.3,2.7,717,677,51.4,3.0,7.7,92.1,99.8,53.5,46.5,16:26,13:41,52,56,7.9,280,58.6,bennja01
52,Jordie Benn,32,VAN,D,44,505,661,43.3,-8.4,393,486,44.7,-7.3,8.5,92.3,100.8,45.6,54.4,16:17,13:41,7,17,-8.2,115,50.4,bennjo01
53,Sam Bennett,23,CGY,C,52,571,569,50.1,-1.1,417,432,49.1,-1.3,6.2,94.3,100.5,47.9,52.1,12:31,11:21,19,22,1.8,150,54.7,bennesa01
54,Matt Benning,25,EDM,D,43,430,465,48.0,0.2,325,334,49.3,1.2,10.0,93.2,103.3,47.4,52.6,13:14,12:21,12,19,-1.0,81,46.9,bennima01
55,Tyler Benson,21,EDM,LW,7,60,66,47.6,-1.6,43,45,48.9,0.3,12.1,85.7,97.8,42.2,57.8,10:23,9:53,2,3,-0.9,13,38.5,bensoty01
56,Patrice Bergeron,34,BOS,C,61,874,686,56.0,6.8,650,521,55.5,5.8,12.5,90.7,103.2,60.3,39.7,18:44,13:17,44,22,7.9,326,62.3,bergepa01
57,Lean Bergmann,21,SJS,F,12,66,114,36.7,-16.3,48,87,35.6,-16.2,3.0,88.5,91.6,62.7,37.3,8:16,7:39,3,0,-4.1,17,64.7,bergmle01
58,Tyler Bertuzzi,24,DET,LW,71,1054,1075,49.5,5.1,802,836,49.0,4.4,8.7,89.6,98.3,51.6,48.4,19:19,15:51,25,57,-3.2,222,58.1,bertuty01
59,Alex Biega,31,DET,D,49,561,683,45.1,-0.7,436,534,44.9,-0.1,5.3,93.3,98.6,47.5,52.5,16:25,14:25,4,30,-7.8,123,44.7,biegaal01
60,Jake Bischoff,25,VEG,D,4,49,59,45.4,0.5,39,40,49.4,4.5,10.0,84.4,94.4,47.8,52.2,15:36,14:53,0,2,0.3,10,60.0,bischja01
61,Clark Bishop,23,CAR,C,5,27,25,51.9,0.3,21,17,55.3,3.8,7.7,76.5,84.2,62.5,37.5,7:39,7:23,1,1,-1.0,6,66.7,bishocl01
62,Anthony Bitetto,29,WPG,D,51,563,633,47.1,-3.2,427,473,47.4,-1.4,10.2,92.2,102.4,54.3,45.7,15:10,12:54,16,22,-5.8,105,51.4,bitetan01
63,Anders Bjork,23,BOS,LW,58,583,599,49.3,-1.7,452,451,50.1,-0.6,7.6,93.4,100.9,54.5,45.5,12:56,12:04,21,14,4.2,134,49.3,bjorkan01
64,Oliver Bjorkstrand,24,CBJ,RW,49,776,647,54.5,5.1,595,468,56.0,5.0,9.1,91.9,101.0,55.8,44.2,17:56,15:17,32,27,10.6,277,58.5,bjorkol01
65,Tobias Björnfot,18,LAK,D,3,22,38,36.7,-19.6,15,29,34.1,-25.2,0.0,78.9,78.9,37.9,62.1,12:58,11:59,0,0,-1.2,0,,bjornto01
66,Nick Bjugstad,27,PIT,C,13,128,125,50.6,-5.8,98,85,53.6,-3.4,6.9,93.7,100.6,46.6,53.4,12:14,10:35,3,5,0.0,39,46.2,bjugsni01
67,Colin Blackwell,26,NSH,C,27,279,272,50.6,-0.2,212,185,53.4,2.7,11.2,92.4,103.6,46.5,53.5,10:57,10:50,6,7,0.5,53,58.5,blackco01
68,Sammy Blais,23,STL,LW,40,395,399,49.7,-1.0,307,304,50.2,-0.7,7.4,92.0,99.4,48.3,51.7,12:35,11:38,12,18,3.4,86,65.1,blaissa01
69,Joseph Blandisi,25,PIT,C,21,103,147,41.2,-10.0,76,112,40.4,-11.5,11.3,88.5,99.8,36.8,63.2,8:13,8:07,8,1,-1.9,21,57.1,blandjo01
70,Joachim Blichfeld,21,SJS,W,3,21,37,36.2,-11.3,17,24,41.5,-6.0,0.0,87.5,87.5,34.8,65.2,12:46,12:32,2,0,-0.7,6,50.0,blichjo01
71,Anton Blidh,24,BOS,LW,7,44,46,48.9,-6.2,34,38,47.2,-8.0,12.0,91.3,103.3,35.9,64.1,11:31,10:07,2,1,1.0,13,69.2,blidhan01
72,Teddy Blueger,25,PIT,C,69,753,740,50.4,-0.7,551,563,49.5,-2.7,7.1,92.4,99.5,30.2,69.8,15:49,13:17,29,22,-1.6,157,65.0,bluegte01
73,Brock Boeser,22,VAN,RW,57,817,718,53.2,6.7,618,521,54.3,7.2,12.1,88.5,100.5,56.2,43.8,18:34,14:14,20,22,4.5,282,59.9,boesebr01
74,Zach Bogosian,29,TOT,D,27,316,346,47.7,-1.2,239,271,46.9,-1.7,11.0,89.9,100.9,45.1,54.9,16:38,13:59,4,11,-1.8,,,bogosza01
74,Zach Bogosian,29,BUF,D,19,220,262,45.6,-2.5,171,207,45.2,-3.0,11.4,90.7,102.1,44.2,55.8,16:50,14:34,2,10,-1.6,35,51.4,bogosza01
74,Zach Bogosian,29,TBL,D,8,96,84,53.3,2.6,68,64,51.5,2.0,10.0,87.5,97.5,48.0,52.0,16:10,12:37,2,1,-0.3,20,55.0,bogosza01
75,Nick Bonino,31,NSH,C,67,822,841,49.4,-1.7,651,607,51.7,0.4,11.2,91.8,103.0,36.3,63.7,16:31,12:22,47,22,1.9,169,61.5,boninni01
76,Adam Boqvist,19,CHI,D,41,550,584,48.5,0.5,419,458,47.8,1.1,9.2,91.0,100.2,58.4,41.6,16:13,13:53,10,26,-3.1,107,46.7,boqviad01
77,Jesper Boqvist,21,NJD,C,35,285,328,46.5,-0.3,211,243,46.5,-1.2,3.5,91.6,95.1,47.3,52.7,10:57,9:52,13,11,-2.8,70,58.6,boqvije01
78,Henrik Borgström,22,FLA,C,4,24,25,49.0,-6.5,17,18,48.6,-10.3,0.0,85.7,85.7,66.7,33.3,12:23,9:41,3,1,-0.3,4,75.0,borgshe01
79,Mark Borowiecki,30,OTT,D,53,692,874,44.2,-4.0,548,621,46.9,-1.0,9.6,90.7,100.3,38.5,61.5,17:56,15:26,10,30,-4.3,117,53.8,borowma01
80,Robert Bortuzzo,30,STL,D,42,379,352,51.8,-0.7,295,290,50.4,-2.1,10.3,94.5,104.8,57.3,42.7,13:07,10:33,2,10,3.7,65,55.4,borturo01
81,Gabriel Bourque,29,WPG,LW,52,312,416,42.9,-8.2,234,311,42.9,-6.8,4.9,95.6,100.5,43.0,57.0,8:36,8:16,5,14,-3.8,63,52.4,bourqga01
82,Jay Bouwmeester,36,STL,D,56,769,930,45.3,-7.3,598,705,45.9,-6.1,9.0,93.2,102.2,41.6,58.4,21:34,18:34,11,32,-9.5,101,52.5,bouwmja01
83,Madison Bowey,24,DET,D,53,632,795,44.3,-2.3,489,621,44.1,-2.9,9.6,88.6,98.1,50.4,49.6,17:54,15:41,14,45,-11.9,133,52.6,boweyma01
84,Johnny Boychuk,36,NYI,D,64,869,1058,45.1,-1.9,635,773,45.1,-2.5,7.0,92.3,99.4,53.6,46.4,17:17,14:54,6,50,-8.7,212,45.3,boychjo01
85,Travis Boyd,26,WSH,C,24,224,189,54.2,2.9,163,146,52.8,2.1,12.1,95.2,107.3,52.6,47.4,11:45,10:33,7,6,0.6,36,72.2,boydtr01
86,Brian Boyle,35,FLA,C,39,349,452,43.6,-6.7,269,327,45.1,-5.2,10.4,90.0,100.5,46.9,53.1,12:23,10:47,16,13,-2.5,100,56.0,boylebr01
87,Tyler Bozak,33,STL,C,67,717,702,50.5,-0.2,539,542,49.9,-0.8,7.3,92.7,100.1,50.8,49.2,15:18,12:07,29,20,5.5,158,69.0,bozakty01
88,Erik Brännström,20,OTT,D,31,375,393,48.8,1.5,270,280,49.1,1.0,8.3,88.9,97.2,53.1,46.9,14:51,13:10,5,20,0.1,90,42.2,branner01
89,Derick Brassard,32,NYI,C,66,660,813,44.8,-2.5,491,595,45.2,-2.4,9.7,91.9,101.7,51.3,48.7,13:42,11:43,26,40,-1.3,182,60.4,brassde01
90,Jesper Bratt,21,NJD,W,60,643,703,47.8,2.7,499,510,49.5,3.7,10.1,88.9,98.9,49.5,50.5,13:59,11:54,18,24,-2.9,155,65.2,brattje01
91,Justin Braun,32,PHI,D,62,826,819,50.2,-1.7,599,611,49.5,-2.3,8.4,90.0,98.5,51.8,48.2,17:16,15:15,10,31,3.2,147,47.6,braunju01
92,T.J. Brodie,29,CGY,D,64,1160,1054,52.4,3.6,845,805,51.2,2.8,10.0,91.2,101.3,48.8,51.2,20:27,17:46,34,52,2.7,165,39.4,broditj01
93,Jonas Brodin,26,MIN,D,69,1130,1189,48.7,-1.2,860,851,50.3,0.8,10.6,91.1,101.7,47.1,52.9,21:32,18:53,14,16,7.0,194,53.1,brodijo01
94,Jonny Brodzinski,26,SJS,C,3,21,15,58.3,-2.1,19,12,61.3,2.6,16.7,80.0,96.7,68.8,31.3,7:24,5:43,0,0,-0.5,6,83.3,brodzjo01
95,Adam Brooks,23,TOR,C,7,38,43,46.9,-6.6,28,32,46.7,-6.7,15.8,89.5,105.3,45.8,54.2,7:51,7:24,2,1,0.2,5,40.0,brookad01
96,Troy Brouwer,34,STL,RW,13,88,126,41.1,-8.4,66,96,40.7,-9.8,8.0,95.8,103.8,49.2,50.8,9:28,9:20,1,2,-1.3,21,57.1,brouwtr01
97,Connor Brown,26,OTT,RW,71,1049,1111,48.6,0.3,806,815,49.7,1.6,8.7,90.8,99.5,40.1,59.9,20:04,15:40,52,40,0.2,287,60.3,brownco02
98,Dustin Brown,35,LAK,RW,66,938,915,50.6,-3.3,706,701,50.2,-3.4,9.1,90.4,99.4,48.9,51.1,18:24,15:14,28,35,-3.4,292,57.9,browndu01
99,Josh Brown,26,FLA,D,56,637,691,48.0,-1.1,482,515,48.3,-0.8,9.0,92.4,101.4,54.0,46.0,13:25,12:46,10,24,-2.2,97,49.5,brownjo01
100,Logan Brown,21,OTT,C,23,201,220,47.7,-0.4,160,166,49.1,1.0,9.3,90.5,99.8,57.4,42.6,11:45,9:46,10,16,1.4,42,54.8,brownlo01
101,Patrick Brown,27,VEG,C,1,7,3,70.0,20.0,6,2,75.0,25.0,20.0,50.0,70.0,,,10:04,9:53,0,1,0.6,3,66.7,brownpa02
102,Pavel Buchnevich,24,NYR,LW,68,990,930,51.6,6.6,766,691,52.6,7.1,10.8,88.9,99.7,52.4,47.6,16:56,14:34,38,64,9.8,254,58.3,buchnpa01
103,Connor Bunnaman,21,PHI,F,21,141,151,48.3,-6.4,108,111,49.3,-5.2,12.5,96.1,108.6,50.6,49.4,9:17,9:06,1,4,1.2,22,81.8,bunnaco01
104,André Burakovsky,24,COL,LW,58,807,716,53.0,2.3,583,548,51.5,0.6,10.8,92.5,103.3,55.5,44.5,15:10,12:31,27,33,2.5,184,56.0,burakan01
105,Brent Burns,34,SJS,D/RW,70,1361,1392,49.4,-1.4,977,1034,48.6,-2.2,9.7,88.7,98.4,51.9,48.1,25:23,19:31,49,76,-7.8,517,43.5,burnsbr01
106,Will Butcher,25,NJD,D,56,852,947,47.4,2.1,672,711,48.6,2.6,8.7,90.4,99.1,55.0,45.0,17:55,16:06,10,27,-1.8,148,41.9,butchwi01
107,Paul Byron,30,MTL,C/LW,29,373,325,53.4,-0.4,259,241,51.8,-2.0,7.4,92.7,100.1,48.4,51.6,14:20,12:15,11,10,1.3,46,63.0,byronpa01
108,Mikkel Bødker,30,OTT,RW,20,137,162,45.8,-4.2,104,117,47.1,-2.2,5.8,92.0,97.8,47.7,52.3,9:43,8:16,1,8,-2.3,44,65.9,boedkmi01
109,Nicholas Caamano,21,DAL,RW,12,75,92,44.9,-4.7,56,64,46.7,-3.7,7.7,95.7,103.4,47.3,52.7,9:58,9:48,1,2,-1.6,23,56.5,caamani01
110,Drake Caggiula,25,CHI,LW,40,413,432,48.9,-0.2,311,328,48.7,0.1,10.5,89.3,99.8,50.6,49.4,11:49,10:60,19,5,-1.6,85,65.9,caggidr01
111,Matt Calvert,30,COL,LW,50,591,524,53.0,2.4,437,389,52.9,2.6,8.2,92.4,100.6,44.8,55.2,14:05,11:36,21,13,6.4,141,63.1,calvema01
112,Kyle Capobianco,22,ARI,D,9,113,117,49.1,-2.9,75,86,46.6,-5.1,6.9,91.8,98.7,44.6,55.4,14:46,13:47,1,4,-0.6,19,52.6,capobky01
113,Paul Carey,31,BOS,C,1,1,7,12.5,-30.9,1,6,14.3,-31.5,,80.0,,75.0,25.0,6:22,5:51,0,0,-0.4,0,,careypa01
114,Brandon Carlo,23,BOS,D,67,1025,995,50.7,0.2,783,782,50.0,-0.9,8.7,93.2,102.0,52.6,47.4,20:28,17:06,31,32,-1.9,180,61.7,carlobr01
115,John Carlson,30,WSH,D,69,1368,1248,52.3,0.3,1045,950,52.4,0.6,12.3,90.1,102.4,51.4,48.6,24:38,18:56,42,80,2.6,369,51.2,carlsjo01
116,Gabriel Carlsson,23,CBJ,D,6,41,55,42.7,-3.5,31,37,45.6,-3.3,3.8,93.1,96.9,46.8,53.2,10:53,10:16,0,3,0.3,7,42.9,carlsga01
117,Lucas Carlsson,22,CHI,D,6,68,78,46.6,-5.5,55,58,48.7,-2.1,15.6,93.3,108.9,39.0,61.0,14:08,13:34,1,0,0.5,9,33.3,carlslu01
118,Ryan Carpenter,29,CHI,C,69,681,762,47.2,-2.2,516,562,47.9,-0.8,6.0,92.1,98.2,41.5,58.5,14:04,11:21,30,29,-5.8,127,63.0,carpery01
119,Daniel Carr,28,NSH,LW,11,85,108,44.0,-7.9,63,80,44.1,-8.1,8.2,84.2,92.4,57.1,42.9,10:20,9:42,8,1,-1.1,22,63.6,carrda01
120,Connor Carrick,25,NJD,D,29,300,443,40.4,-4.8,224,340,39.7,-5.6,8.9,91.6,100.4,41.5,58.5,14:25,13:47,5,12,-3.3,51,49.0,carrico01
121,Sam Carrick,27,ANA,C,9,98,81,54.7,9.2,76,59,56.3,12.1,5.7,86.0,91.7,52.8,47.2,13:46,12:08,1,5,0.0,26,61.5,carrisa01
122,Trevor Carrick,25,SJS,D,3,9,12,42.9,-15.0,4,10,28.6,-24.8,0.0,100.0,100.0,85.7,14.3,5:47,4:49,0,2,-0.3,3,33.3,carritr01
123,Alexandre Carrier,23,NSH,D,3,39,24,61.9,18.6,31,19,62.0,19.1,9.1,100.0,109.1,57.7,42.3,10:47,10:41,0,0,1.6,4,100.0,carrial01
124,William Carrier,25,VEG,LW,71,679,584,53.8,-0.9,517,435,54.3,-0.5,7.6,91.5,99.1,58.0,42.0,9:52,9:44,22,8,8.8,158,62.7,carriwi01
125,Jeff Carter,35,LAK,C,60,897,779,53.5,-0.7,680,600,53.1,-0.9,6.4,88.1,94.5,51.4,48.6,16:56,13:42,13,20,0.8,292,62.3,carteje01
126,Colby Cave,25,EDM,C,11,63,84,42.9,-3.2,45,54,45.5,0.3,2.9,89.5,92.3,10.0,90.0,9:39,8:43,3,1,0.0,12,41.7,caveco01
127,Cody Ceci,26,TOR,D,56,918,932,49.6,-4.1,674,716,48.5,-4.6,9.1,93.1,102.1,45.2,54.8,20:32,17:19,13,30,0.0,117,41.0,cecico01
128,Peter Cehlárik,24,BOS,LW,3,40,23,63.5,11.6,28,13,68.3,15.5,5.0,83.3,88.3,80.0,20.0,11:16,10:26,3,1,0.2,2,0.0,cehlape01
129,Erik Černák,22,TBL,D,67,942,923,50.5,-2.7,710,705,50.2,-2.0,9.6,91.9,101.5,47.2,52.8,18:57,15:34,18,28,-2.0,206,60.7,cernaer01
130,Thomas Chabot,23,OTT,D,71,1587,1557,50.5,3.9,1177,1191,49.7,2.0,7.9,90.2,98.1,48.0,52.0,25:59,22:14,42,87,1.3,418,44.5,chaboth01
131,Michael Chaput,27,ARI,C,2,17,15,53.1,1.4,14,9,60.9,8.7,0.0,33.3,33.3,33.3,66.7,10:01,9:17,0,1,0.5,2,100.0,chapumi01
132,Zdeno Chára,42,BOS,D,68,1012,1164,46.5,-6.5,793,887,47.2,-5.6,10.9,93.9,104.8,35.7,64.3,21:01,17:27,26,52,-4.8,155,55.5,charazd01
133,Ben Chiarot,28,MTL,D,69,1482,1244,54.4,-0.5,1092,926,54.1,-0.1,8.0,90.9,98.9,49.3,50.7,23:08,19:40,18,86,11.0,294,44.2,chiarbe01
134,Alex Chiasson,29,EDM,RW,65,638,636,50.1,2.8,449,471,48.8,0.6,6.8,94.4,101.2,50.9,49.1,13:07,10:48,14,20,-0.2,158,61.4,chiasal01
135,Andrei Chibisov,26,WPG,F,2,7,14,33.3,-17.4,7,11,38.9,-10.8,0.0,100.0,100.0,50.0,50.0,7:27,7:27,0,0,-0.1,1,100.0,chibian01
136,Filip Chlapík,22,OTT,C,31,215,199,51.9,4.8,169,141,54.5,6.6,7.5,86.6,94.1,54.9,45.1,8:46,8:32,8,6,-0.8,51,52.9,chlapfi01
137,Dennis Cholowski,21,DET,D,36,519,575,47.4,0.6,401,446,47.3,0.4,4.6,89.0,93.6,55.0,45.0,19:13,16:20,4,21,-1.7,101,50.5,cholode01
138,Jakob Chychrun,21,ARI,D,63,1137,1135,50.0,3.0,856,825,50.9,4.2,8.3,91.5,99.9,49.6,50.4,22:26,18:24,27,52,2.9,309,48.2,chychja01
