Rk,Player,Age,Tm,Pos,GP,CF,CA,CF%,CF% rel,FF,FA,FF%,FF% rel,oiSH%,oiSV%,PDO,oZS%,dZS%,TOI/60,TOI(EV),TK,GV,E+/-,SAtt.,Thru%,-9999
800,Teuvo Teräväinen,25,CAR,F,68,1076,788,57.7,5.1,812,624,56.5,4.3,10.4,90.2,100.6,56.0,44.0,19:12,14:19,44,44,10.1,317,57.4,teravte01
801,Troy Terry,22,ANA,C/RW,47,509,516,49.7,1.3,397,401,49.7,1.5,6.5,91.1,97.7,57.2,42.8,14:31,12:28,31,19,-1.3,140,52.1,terrytr01
802,Alexandre Texier,20,CBJ,C,36,403,393,50.6,1.0,314,289,52.1,0.2,7.9,92.9,100.8,55.2,44.8,12:45,11:55,16,12,0.5,85,57.6,texieal01
803,Shea Theodore,24,VEG,D,71,1513,1094,58.0,5.7,1163,852,57.7,4.9,7.3,91.6,98.9,58.7,41.3,22:15,18:56,55,54,27.9,460,47.6,theodsh01
804,Robert Thomas,20,STL,C,66,751,706,51.5,0.5,559,551,50.4,-0.7,10.2,91.4,101.5,56.2,43.8,14:34,12:52,46,30,9.0,146,59.6,thomaro01
805,Nate Thompson,35,TOT,C,70,638,724,46.8,-8.6,473,510,48.1,-6.9,6.6,92.1,98.8,38.2,61.8,12:47,10:27,25,33,-1.6,,,thompna01
805,Nate Thompson,35,MTL,C,63,593,663,47.2,-9.1,444,470,48.6,-7.0,6.5,91.6,98.1,38.9,61.1,12:48,10:27,22,28,-2.0,107,57.9,thompna01
805,Nate Thompson,35,PHI,C,7,45,61,42.5,-4.9,29,40,42.0,-8.0,8.0,100.0,108.0,30.0,70.0,12:37,10:26,3,5,0.5,8,62.5,thompna01
806,Tage Thompson,22,BUF,C,1,7,6,53.8,1.5,5,4,55.6,7.6,0.0,100.0,100.0,66.7,33.3,6:59,6:59,1,0,0.0,2,0.0,thompta01
807,Joe Thornton,40,SJS,C,70,912,819,52.7,3.4,666,608,52.3,3.3,7.1,87.7,94.8,51.3,48.7,15:30,12:60,55,30,-2.6,125,60.8,thornjo01
808,Calvin Thurkauf,22,CBJ,C,3,13,19,40.6,-7.5,9,14,39.1,-11.1,0.0,100.0,100.0,28.6,71.4,8:15,8:15,0,0,-0.3,3,33.3,thurkca01
809,Chris Tierney,25,OTT,C,71,906,989,47.8,-0.7,684,757,47.5,-1.6,9.9,90.1,100.0,41.7,58.3,17:11,13:45,32,42,-5.3,181,56.4,tiernch01
810,Dmytro Timashov,23,TOT,LW,44,308,345,47.2,-5.2,226,260,46.5,-5.4,8.0,94.6,102.6,36.5,63.5,8:32,8:17,5,7,-3.2,,,timasdm01
810,Dmytro Timashov,23,TOR,LW,39,266,296,47.3,-6.0,195,223,46.7,-6.3,8.6,94.4,102.9,31.9,68.1,8:06,7:49,3,3,-1.2,59,57.6,timasdm01
810,Dmytro Timashov,23,DET,LW,5,42,49,46.2,2.6,31,37,45.6,4.4,4.5,96.0,100.5,65.5,34.5,11:54,11:54,2,4,-2.0,7,42.9,timasdm01
811,Conor Timmins,21,COL,D,2,24,18,57.1,12.7,19,12,61.3,17.9,14.3,100.0,114.3,55.6,44.4,10:25,9:32,1,0,0.5,4,25.0,timmico01
812,Jarred Tinordi,27,NSH,D,28,345,445,43.7,-6.4,268,332,44.7,-6.3,9.0,92.3,101.3,44.5,55.5,16:37,15:08,1,18,-4.9,52,38.5,tinorja01
813,Brady Tkachuk,20,OTT,LW,71,1203,1151,51.1,4.1,917,872,51.3,4.0,7.5,90.6,98.1,53.3,46.7,18:55,15:46,35,40,6.2,432,60.2,tkachbr01
814,Matthew Tkachuk,22,CGY,LW,69,1098,949,53.6,4.3,811,734,52.5,3.7,11.0,88.2,99.2,47.7,52.3,18:18,15:10,40,86,7.4,323,58.2,tkachma01
815,Devon Toews,25,NYI,D,68,1142,1108,50.8,6.1,847,824,50.7,5.5,8.5,91.5,100.0,53.6,46.4,20:31,17:47,32,57,11.7,259,47.1,toewsde01
816,Jonathan Toews,31,CHI,C,70,1092,1079,50.3,2.2,796,827,49.0,1.1,12.0,89.5,101.5,55.3,44.7,19:47,14:26,58,40,-2.4,285,60.4,toewsjo01
817,Tyler Toffoli,27,TOT,C,68,1056,808,56.7,4.6,790,613,56.3,3.9,8.0,89.6,97.6,55.2,44.8,16:51,13:45,35,34,10.7,,,toffoty01
817,Tyler Toffoli,27,LAK,C,58,886,656,57.5,4.5,664,501,57.0,4.2,7.4,89.5,96.9,54.8,45.2,16:37,13:25,31,29,8.1,292,56.5,toffoty01
817,Tyler Toffoli,27,VAN,C,10,170,152,52.8,5.1,126,112,52.9,2.9,10.8,90.4,101.1,57.0,43.0,18:15,15:39,4,5,2.6,59,64.4,toffoty01
818,Dominic Toninato,25,FLA,C,46,410,496,45.3,-5.0,306,364,45.7,-4.5,9.1,93.6,102.7,39.2,60.8,11:09,10:25,17,13,-3.3,65,58.5,tonindo01
819,Yakov Trenin,23,NSH,C,21,195,194,50.1,1.0,137,124,52.5,2.2,10.0,90.2,100.2,42.2,57.8,9:44,9:42,7,3,0.3,45,55.6,treniya01
820,Vincent Trocheck,26,TOT,C,62,830,735,53.0,4.2,612,546,52.8,3.9,10.7,86.7,97.4,58.2,41.8,16:44,14:04,51,64,2.0,,,trochvi01
820,Vincent Trocheck,26,FLA,C,55,747,658,53.2,5.2,544,479,53.2,5.0,11.5,86.5,98.0,59.3,40.7,16:52,14:17,47,61,3.1,216,59.7,trochvi01
820,Vincent Trocheck,26,CAR,C,7,83,77,51.9,-3.7,68,67,50.4,-5.5,4.0,87.8,91.8,50.7,49.3,15:39,12:21,4,3,-1.1,22,54.5,trochvi01
821,Zach Trotman,29,PIT,D,8,99,84,54.1,0.1,78,59,56.9,1.8,6.5,89.6,96.0,64.5,35.5,14:43,13:36,0,6,-0.6,29,37.9,trotmza01
822,Jacob Trouba,25,NYR,D,70,1169,1423,45.1,-2.5,880,1055,45.5,-3.0,7.8,91.2,99.0,45.3,54.7,22:34,18:16,43,69,-8.5,333,50.5,troubja01
823,Alexander True,22,SJS,F,12,119,98,54.8,3.7,92,76,54.8,3.2,9.4,91.5,100.9,58.6,41.4,10:00,9:29,2,5,1.8,18,66.7,trueal01
824,Alex Tuch,23,VEG,RW,42,502,446,53.0,-3.0,370,333,52.6,-3.8,6.9,88.8,95.7,60.3,39.7,14:37,12:42,27,27,3.2,170,58.2,tuchal01
825,Kyle Turris,30,NSH,C,62,793,771,50.7,0.4,575,582,49.7,-1.7,8.2,89.7,97.9,55.2,44.8,15:25,12:18,21,29,-6.3,162,54.3,turriky01
826,Carsen Twarynski,22,PHI,F,15,112,145,43.6,-9.8,81,100,44.8,-8.3,1.6,94.5,96.2,48.6,51.4,10:41,10:23,6,0,-1.4,18,77.8,twaryca01
827,T.J. Tynan,27,COL,C,16,100,116,46.3,-2.6,70,76,47.9,-0.8,3.4,94.4,97.9,55.1,44.9,8:28,7:54,5,0,-1.4,13,53.8,tynant.01
828,Urho Vaakanainen,21,BOS,D,5,50,79,38.8,-9.7,39,65,37.5,-14.3,12.0,97.6,109.6,54.3,45.7,16:51,15:16,1,3,-0.9,9,22.2,vaakaur01
829,James van Riemsdyk,30,PHI,LW,66,787,702,52.9,1.6,595,518,53.5,3.0,9.4,91.6,101.0,49.6,50.4,14:54,12:17,17,16,8.3,236,64.0,vanrija01
830,Trevor van Riemsdyk,28,CAR,D,49,627,553,53.1,-1.1,463,434,51.6,-2.1,7.1,90.0,97.1,53.0,47.0,14:51,13:29,13,17,-0.5,113,51.3,vanritr01
831,Sami Vatanen,28,NJD,D,47,685,747,47.8,0.0,507,559,47.6,-1.3,7.9,89.7,97.6,50.1,49.9,21:45,16:21,14,24,-2.9,200,47.5,vatansa01
832,Frank Vatrano,25,FLA,LW,69,817,797,50.6,1.2,614,593,50.9,1.2,7.5,90.3,97.8,58.3,41.7,15:01,12:10,32,18,-2.4,238,68.1,vatrafr01
833,Lukas Vejdemo,24,MTL,C,7,39,31,55.7,4.1,28,24,53.8,5.3,5.3,86.7,91.9,48.0,52.0,8:01,7:53,2,2,0.8,10,70.0,vejdelu01
834,Carter Verhaeghe,24,TBL,C,52,466,392,54.3,2.1,360,312,53.6,2.3,7.2,88.7,95.8,50.4,49.6,9:22,9:00,19,11,3.1,97,58.8,verhaca01
835,Max Veronneau,24,OTT,RW,4,27,17,61.4,12.0,22,13,62.9,13.5,0.0,81.8,81.8,50.0,50.0,8:25,7:44,0,1,-0.1,6,50.0,veronma01
836,Jimmy Vesey,26,BUF,LW,64,686,700,49.5,0.0,533,546,49.4,0.4,9.4,93.5,103.0,51.3,48.7,13:48,12:25,26,16,-3.0,163,57.1,veseyji02
837,Gabriel Vilardi,20,LAK,C,10,104,114,47.7,-0.2,76,92,45.2,-1.6,11.1,90.3,101.4,57.1,42.9,12:51,11:24,1,0,-1.4,29,65.5,vilarga01
838,Jake Virtanen,23,VAN,RW,69,821,863,48.8,0.4,639,632,50.3,1.6,6.8,92.5,99.3,52.0,48.0,13:05,12:02,37,31,-4.5,242,62.0,virtaja01
839,Marc-Édouard Vlasic,32,SJS,D,70,1068,1104,49.2,-1.6,787,804,49.5,-0.6,8.6,89.9,98.5,47.8,52.2,20:17,16:38,18,40,-6.6,200,37.0,vlasima01
840,Alexander Volkov,22,TBL,RW,9,73,71,50.7,-3.5,49,57,46.2,-8.7,3.0,82.9,86.0,55.9,44.1,10:16,10:16,4,2,-0.6,13,53.8,volkoal01
841,Jakub Voráček,30,PHI,RW,69,921,798,53.6,3.2,695,626,52.6,2.2,10.2,91.6,101.8,54.9,45.1,17:03,13:58,28,30,5.2,251,52.6,voracja01
842,Mikhail Vorobyev,23,PHI,C,20,126,148,46.0,-6.1,96,114,45.7,-6.3,12.1,87.6,99.8,52.1,47.9,10:26,9:44,5,4,-4.4,28,53.6,vorobmi01
843,Jakub Vrána,23,WSH,LW,69,870,827,51.3,-1.1,683,633,51.9,-0.1,10.5,90.9,101.5,50.9,49.1,14:53,12:49,31,42,0.6,313,59.7,vranaja01
844,Austin Wagner,22,LAK,LW,65,760,625,54.9,2.3,582,484,54.6,2.7,4.4,92.9,97.2,53.0,47.0,11:45,11:36,20,21,6.5,202,61.4,wagneau01
845,Chris Wagner,28,BOS,C,67,567,688,45.2,-6.9,450,528,46.0,-6.0,6.8,91.6,98.4,30.4,69.6,12:26,10:43,16,21,-1.6,139,56.1,wagnech01
846,Oliver Wahlstrom,19,NYI,RW,9,63,74,46.0,0.7,48,48,50.0,3.6,6.1,91.2,97.2,58.0,42.0,10:17,9:21,1,5,0.3,16,56.3,wahlsol01
847,Nathan Walker,25,STL,C,5,69,49,58.5,15.3,48,42,53.3,10.8,5.4,87.5,92.9,50.0,50.0,11:08,11:06,0,1,0.2,10,60.0,walkena01
848,Sean Walker,25,LAK,D,70,1293,1061,54.9,2.7,964,826,53.9,1.7,6.7,89.3,96.0,50.1,49.9,18:50,16:48,25,65,1.3,269,47.2,walkese01
849,Lucas Wallmark,24,TOT,C,67,642,624,50.7,-3.8,473,457,50.9,-3.0,7.9,91.2,99.0,46.5,53.5,12:46,10:35,22,17,-0.9,,,wallmlu01
849,Lucas Wallmark,24,CAR,C,60,581,553,51.2,-3.6,430,404,51.6,-2.3,7.7,91.1,98.8,46.6,53.4,12:49,10:34,20,14,0.7,133,59.4,wallmlu01
849,Lucas Wallmark,24,FLA,C,7,61,71,46.2,-5.4,43,53,44.8,-8.4,9.7,91.7,101.3,45.8,54.2,12:28,10:40,2,3,-1.6,10,50.0,wallmlu01
850,Jake Walman,23,STL,D,1,8,7,53.3,13.3,4,5,44.4,3.2,33.3,100.0,133.3,71.4,28.6,11:04,11:04,0,0,0.3,1,100.0,walmaja01
851,Austin Watson,28,NSH,LW,53,419,586,41.7,-12.3,320,413,43.7,-10.2,9.4,88.4,97.7,29.9,70.1,11:37,10:20,18,20,-9.7,89,56.2,watsoau01
852,Jordan Weal,27,MTL,C,49,601,466,56.3,1.6,441,348,55.9,2.1,5.4,91.3,96.7,48.0,52.0,13:37,11:32,22,12,4.3,137,62.8,wealjo01
853,Shea Weber*,34,MTL,D,65,1408,1159,54.9,0.0,1065,866,55.2,1.3,8.6,90.6,99.3,49.4,50.6,24:00,18:28,18,79,11.9,378,48.9,webersh01
854,Yannick Weber,31,NSH,D,41,522,595,46.7,-4.4,394,451,46.6,-5.0,7.6,93.3,100.9,46.6,53.4,14:01,13:40,11,11,-6.0,94,47.9,weberya01
855,Anton Wedin,26,CHI,F,4,22,23,48.9,-2.8,18,16,52.9,0.9,8.3,100.0,108.3,16.7,83.3,9:04,8:58,1,0,-0.3,3,66.7,wedinan01
856,MacKenzie Weegar,26,FLA,D,45,716,669,51.7,2.2,560,494,53.1,3.6,10.3,89.9,100.2,46.4,53.6,20:07,17:46,25,38,3.1,132,58.3,weegama01
857,Dale Weise,31,MTL,RW,23,168,188,47.2,-9.7,128,146,46.7,-8.1,7.0,93.3,100.3,46.2,53.8,9:16,8:48,8,12,0.8,22,68.2,weiseda01
858,Alexander Wennberg,25,CBJ,C,57,647,674,49.0,1.7,512,500,50.6,1.5,6.3,91.7,98.0,47.2,52.8,16:41,12:58,20,25,0.0,111,64.9,wennbal01
859,Zach Werenski,22,CBJ,D,63,1144,1147,49.9,2.4,882,846,51.0,1.5,9.2,91.6,100.8,58.7,41.3,23:59,19:04,32,47,4.2,334,56.0,werenza01
860,Blake Wheeler,33,WPG,RW,71,1083,980,52.5,4.9,822,748,52.4,6.3,9.0,90.6,99.6,57.6,42.4,19:19,15:22,37,46,0.0,308,58.4,wheelbl01
861,Colin White,23,OTT,C,61,784,802,49.4,2.0,589,622,48.6,0.7,7.1,91.6,98.6,55.5,44.5,15:42,13:19,23,29,-0.9,151,55.0,whiteco02
862,Colton White,22,NJD,D,6,36,89,28.8,-13.5,27,64,29.7,-12.8,10.0,91.7,101.7,40.4,59.6,13:59,13:02,2,6,-2.4,4,50.0,whiteco03
863,Zach Whitecloud,23,VEG,D,16,199,126,61.2,4.4,151,91,62.4,4.9,9.9,90.9,100.8,69.8,30.2,14:19,13:17,8,1,5.0,29,31.0,whiteza01
864,Justin Williams,38,CAR,RW,20,220,174,55.8,3.5,151,132,53.4,1.6,11.6,88.5,100.1,49.7,50.3,13:37,11:07,3,13,0.5,86,69.8,williju01
865,Colin Wilson,30,COL,C,9,105,86,55.0,8.1,78,63,55.3,9.2,11.1,100.0,111.1,32.1,67.9,12:37,10:16,1,3,1.6,20,60.0,wilsoco01
866,Scott Wilson,27,BUF,C/LW,6,43,40,51.8,1.6,33,34,49.3,0.5,12.5,93.1,105.6,33.3,66.7,11:38,11:29,5,0,-0.7,12,66.7,wilsosc01
867,Tom Wilson,25,WSH,RW,68,990,920,51.8,-0.5,722,703,50.7,-2.1,11.5,87.3,98.8,51.4,48.6,18:16,14:18,25,40,3.2,255,60.4,wilsoto01
868,Luke Witkowski,29,TBL,D,12,66,109,37.7,-14.1,50,87,36.5,-13.5,7.9,90.5,98.4,52.4,47.6,8:48,8:25,2,2,-2.7,13,76.9,witkolu01
869,Christian Wolanin,24,OTT,D,3,58,56,50.9,-9.2,45,40,52.9,-6.8,6.3,95.8,102.1,66.7,33.3,17:30,14:24,0,2,0.6,7,57.1,wolanch01
870,Miles Wood,24,NJD,LW,68,731,942,43.7,-2.9,552,711,43.7,-3.9,7.0,91.0,98.0,40.0,60.0,13:14,12:10,15,22,-7.2,221,63.8,woodmi01
871,Kailer Yamamoto,21,EDM,RW,27,432,433,49.9,3.2,330,328,50.2,3.3,13.5,93.3,106.8,53.8,46.3,17:23,16:23,19,10,0.9,73,60.3,yamamka01
872,Keith Yandle,33,FLA,D,69,1066,1092,49.4,-0.4,813,840,49.2,-1.2,9.2,91.7,100.9,58.1,41.9,19:42,15:45,25,66,-1.0,272,47.4,yandlke01
873,Alexander Yelesin,23,CGY,D,4,43,40,51.8,-4.6,36,31,53.7,0.2,8.7,88.0,96.7,52.0,48.0,12:30,10:39,0,2,0.4,7,28.6,yelesal01
874,Danil Yurtaykin,22,SJS,F,4,38,29,56.7,8.3,29,24,54.7,8.7,5.0,87.5,92.5,65.4,34.6,12:54,10:53,2,0,-0.6,8,25.0,yurtada01
875,Pavel Zacha,22,NJD,C,65,682,859,44.3,-2.1,535,639,45.6,-1.4,9.4,89.2,98.6,44.1,55.9,16:16,12:24,35,31,-7.8,154,63.0,zachapa01
876,Filip Zadina,20,DET,RW,28,286,327,46.7,1.6,219,257,46.0,1.0,6.3,89.6,95.9,53.5,46.5,15:10,12:38,12,17,-1.8,107,56.1,zadinfi01
877,Nikita Zadorov,24,COL,D,64,959,968,49.8,-2.0,694,701,49.7,-1.8,9.0,92.5,101.4,45.7,54.3,17:46,15:36,23,35,-3.8,162,40.1,zadorni01
878,Nikita Zaitsev,28,OTT,D,58,986,1214,44.8,-6.8,746,913,45.0,-7.0,6.9,92.1,99.0,43.9,56.1,22:09,18:46,20,44,-10.6,165,38.8,zaitsni01
879,Travis Zajac,34,NJD,C,69,833,978,46.0,0.2,634,726,46.6,-0.1,7.8,89.9,97.8,45.2,54.8,17:06,13:26,36,17,-6.2,124,58.9,zajactr01
880,Mika Zibanejad,26,NYR,C,57,853,843,50.3,4.5,653,635,50.7,3.9,11.7,89.8,101.5,49.8,50.2,21:38,15:17,42,43,-0.3,350,59.4,zibanmi01
881,Mats Zuccarello,32,MIN,LW,65,766,825,48.1,-2.2,570,607,48.4,-2.3,10.5,89.0,99.5,54.6,45.4,15:56,13:16,33,17,1.6,164,58.5,zuccama01
882,Jason Zucker,28,TOT,LW,60,775,776,50.0,0.3,577,585,49.7,-0.4,11.1,89.2,100.2,54.1,45.9,16:19,13:45,31,25,2.5,,,zuckeja01
882,Jason Zucker,28,MIN,LW,45,525,566,48.1,-1.3,390,421,48.1,-1.5,12.3,89.0,101.2,50.4,49.6,15:52,13:11,25,17,2.7,116,64.7,zuckeja01
882,Jason Zucker,28,PIT,LW,15,250,210,54.3,3.6,187,164,53.3,1.7,8.6,89.7,98.3,62.9,37.1,17:40,15:27,6,8,-0.2,57,63.2,zuckeja01
883,Valentin Zykov,24,VEG,LW,15,107,128,45.5,-8.2,74,102,42.0,-12.1,9.1,90.7,99.8,54.7,45.3,12:13,10:50,5,12,-1.5,31,61.3,zykovva01


