Rk,Player,Age,Team,Pos,GP,GS,W,L,T/O,GA,Shots,SV,SV%,GAA,SO,MIN,QS,QS%,RBS,GA%-,GSAA,GAA/A,GPS,G,A,PTS,PIM,Awards,-9999
11,Pekka Rinne,36,NSH,G,56,55,30,19,4,130,1581,1451,.918,2.42,4,3219:44,30,.545,7,91,12.5,2.57,10.1,0,0,0,4,ASGASnhl-10Vezina-7,rinnepe01
12,Jimmy Howard,34,DET,G,55,52,23,22,5,156,1709,1553,.909,3.07,0,3052:33,30,.577,6,101,-2.0,3.28,9.3,0,1,1,2,ASG,howarja02
13,Mikko Koskinen,30,EDM,G,55,51,25,21,6,146,1551,1405,.906,2.93,4,2991:51,24,.471,8,104,-6.2,3.13,8.0,0,2,2,2,,koskimi01
14,Darcy Kuemper,28,ARI,G,55,55,27,20,8,126,1677,1551,.925,2.33,5,3251:15,36,.655,6,83,25.1,2.47,12.0,0,2,2,14,ASnhl-6Hart-22Vezina-5,kuempda01
15,Andrei Vasilevskiy,24,TBL,G,53,53,39,10,4,128,1713,1585,.925,2.40,6,3203:45,34,.642,7,83,26.4,2.55,12.4,0,3,3,6,ASGASnhl-1Hart-22Vezina-1,vasilan02
16,Henrik Lundqvist,36,NYR,G,52,52,18,23,10,158,1699,1541,.907,3.07,0,3088:53,30,.577,7,103,-4.9,3.28,9.0,0,3,3,0,ASG,lundqhe01
17,Craig Anderson,37,OTT,G,50,47,17,27,4,163,1676,1513,.903,3.51,2,2785:11,19,.404,8,108,-11.9,3.77,8.1,0,2,2,0,,andercr01
18,Carter Hutton,33,BUF,G,50,48,18,25,5,142,1541,1399,.908,3.00,0,2839:37,25,.521,5,102,-3.1,3.21,8.3,0,1,1,2,,huttoca01
19,Matt Murray,24,PIT,G,50,50,29,14,6,129,1594,1465,.919,2.69,4,2880:14,29,.580,10,90,14.7,2.85,10.4,0,0,0,4,,murrama02
20,Semyon Varlamov,30,COL,G,49,49,20,19,9,136,1496,1360,.909,2.87,2,2839:12,25,.510,9,101,-1.2,3.06,8.2,0,0,0,2,,varlasi01
21,Jake Allen,28,STL,G,46,45,19,17,8,121,1277,1156,.905,2.83,3,2567:57,25,.556,11,105,-5.9,3.01,6.5,0,0,0,0,,allenja01
22,Ben Bishop,32,DAL,G,46,45,27,15,2,87,1323,1236,.934,1.98,7,2637:18,31,.689,1,73,32.2,2.09,10.8,0,2,2,2,ASnhl-2Hart-19Vezina-2,bishobe01
23,Robin Lehner,27,NYI,G,46,43,25,13,5,93,1323,1230,.930,2.13,6,2615:49,26,.605,4,78,26.2,2.27,10.2,0,1,1,0,ASnhl-4Jennings-1Vezina-3,lehnero01
24,Jonathan Quick,33,LAK,G,46,46,16,23,7,149,1329,1180,.888,3.38,2,2647:34,19,.413,11,124,-29.2,3.60,4.3,0,2,2,6,,quickjo01
25,Tuukka Rask,31,BOS,G,46,45,27,13,5,109,1245,1136,.912,2.48,4,2635:09,24,.533,5,97,3.2,2.64,7.3,0,2,2,4,,rasktu01
26,David Rittich,26,CGY,G,45,42,27,9,5,109,1228,1119,.911,2.61,1,2503:20,26,.619,8,98,1.7,2.78,7.0,0,0,0,4,,rittida01
27,Thomas Greiss,33,NYI,G,43,39,23,14,2,87,1185,1098,.927,2.28,5,2293:42,25,.641,7,81,19.8,2.41,8.7,0,1,1,4,Jennings-1,greisth01
28,Roberto Luongo,39,FLA,G,43,40,18,16,5,122,1205,1083,.899,3.12,1,2346:38,20,.500,7,112,-13.4,3.32,5.3,0,1,1,0,Byng-42,luongro01
29,Mike Smith,36,CGY,G,42,40,23,16,2,109,1069,960,.898,2.72,2,2400:19,20,.500,9,113,-12.7,2.90,4.6,0,3,3,2,,smithmi01
30,Anton Khudobin,32,DAL,G,41,37,16,17,5,95,1232,1137,.923,2.57,2,2219:30,23,.622,3,86,16.0,2.73,8.6,0,0,0,2,,khudoan01
31,Keith Kinkaid,29,NJD,G,41,38,15,18,6,129,1188,1059,.891,3.36,3,2301:58,15,.395,11,120,-21.9,3.60,4.3,0,0,0,0,,kinkake01
32,Jaroslav Halák,33,BOS,G,40,37,22,11,4,90,1158,1068,.922,2.34,5,2308:07,22,.595,4,86,14.4,2.50,8.0,0,4,4,0,,halakja01
33,Petr Mrázek,26,CAR,G,40,40,23,14,3,95,1104,1009,.914,2.39,4,2386:51,23,.575,4,95,4.5,2.54,6.6,0,1,1,6,,mrazepe01
34,Corey Crawford,34,CHI,G,39,39,14,18,5,108,1176,1068,.908,2.93,2,2212:51,17,.436,5,102,-2.0,3.12,6.3,0,4,4,0,,crawfco01
35,Philipp Grubauer,27,COL,G,37,33,18,9,5,89,1071,982,.917,2.64,3,2020:44,20,.606,5,92,7.5,2.82,6.8,0,0,0,0,,grubaph01
36,Linus Ullmark,25,BUF,G,37,34,15,14,5,109,1146,1037,.905,3.11,2,2102:06,18,.529,6,106,-5.7,3.31,5.8,0,1,1,0,,ullmali01
37,Casey DeSmith,27,PIT,G,36,30,15,11,5,89,1060,971,.916,2.75,3,1943:33,18,.600,2,93,6.5,2.93,6.6,0,0,0,2,,desmica01
38,James Reimer,30,FLA,G,36,29,13,12,5,93,929,836,.900,3.09,0,1805:11,10,.345,6,111,-9.3,3.29,4.2,0,0,0,0,,reimeja01
39,Anders Nilsson,28,2TM,G,36,34,14,19,1,101,1098,997,.908,2.97,2,2039:48,14,.412,6,102,-2.0,3.15,5.9,0,1,1,0,,nilssan01
39,Anders Nilsson,28,VAN,G,12,12,3,8,1,37,353,316,.895,3.09,0,717:56,4,.333,2,116,-5.2,3.26,1.4,0,0,0,0,,nilssan01
39,Anders Nilsson,28,OTT,G,24,22,11,11,0,64,745,681,.914,2.90,2,1321:52,10,.455,4,95,3.1,3.09,4.5,0,1,1,0,,nilssan01
40,Jonathan Bernier,30,DET,G,35,30,9,18,5,98,1025,927,.904,3.16,1,1859:54,13,.433,5,106,-5.6,3.39,5.1,0,0,0,0,,bernijo01
41,Cam Talbot,31,2TM,G,35,32,11,17,3,108,997,889,.892,3.40,1,1905:16,9,.281,10,120,-18.1,3.62,3.6,0,1,1,0,,talboca01
41,Cam Talbot,31,EDM,G,31,29,10,15,3,95,888,793,.893,3.36,1,1694:34,9,.310,9,119,-15.0,3.58,3.4,0,1,1,0,,talboca01
41,Cam Talbot,31,PHI,G,4,3,1,2,0,13,109,96,.881,3.70,0,210:42,0,.000,1,132,-3.2,3.99,0.3,0,0,0,0,,talboca01
42,Alexandar Georgiev,22,NYR,G,33,30,14,13,4,91,1057,966,.914,2.91,2,1874:10,15,.500,3,96,4.3,3.11,6.3,0,2,2,2,,georgal01
43,Curtis McElhinney,35,CAR,G,33,33,20,11,2,85,968,883,.912,2.58,2,1977:31,17,.515,6,97,2.2,2.76,5.6,0,0,0,0,,mcelhcu01
44,Cam Ward,34,CHI,G,33,29,16,12,4,115,1113,998,.897,3.67,0,1882:03,15,.517,5,115,-14.7,3.92,4.6,0,1,1,4,,wardca01
45,Jordan Binnington,25,STL,G,32,30,24,5,1,59,807,748,.927,1.89,5,1876:25,20,.667,1,81,13.7,2.01,6.0,0,0,0,0,ASnhl-9AR-1Hart-10Calder-2Vezina-5,binnijo01
46,Jack Campbell,27,LAK,G,31,25,10,14,1,61,845,784,.928,2.30,2,1592:46,16,.640,3,80,15.2,2.45,6.3,0,1,1,0,,campbja01
47,Carter Hart,20,PHI,G,31,30,16,13,1,81,976,895,.917,2.83,0,1716:55,14,.467,4,92,7.0,3.01,6.2,0,0,0,0,Calder-9,hartca01
48,Juuse Saros,23,NSH,G,31,27,17,10,2,74,870,796,.915,2.62,3,1696:13,14,.519,6,94,4.4,2.79,5.3,0,0,0,0,,sarosju01
49,Pheonix Copley,27,WSH,G,27,24,16,7,3,74,776,702,.905,2.90,1,1528:56,14,.583,4,106,-4.1,3.10,3.9,0,1,1,0,,copleph01
50,Joonas Korpisalo,24,CBJ,G,27,21,10,7,3,67,651,584,.897,2.95,0,1360:34,8,.381,4,114,-8.3,3.13,2.7,0,0,0,0,,korpijo01
51,Louis Domingue,26,TBL,G,26,26,21,5,0,75,812,737,.908,2.88,0,1560:37,14,.538,2,102,-1.8,3.08,4.3,0,1,1,4,,dominlo01
52,Brian Elliott,33,PHI,G,26,23,11,11,1,69,741,672,.907,2.96,1,1396:43,12,.522,4,103,-2.2,3.18,3.9,0,1,1,2,,elliobr01
53,Cory Schneider,32,NJD,G,26,23,6,13,4,70,718,648,.903,3.06,1,1371:47,10,.435,5,108,-5.3,3.28,3.4,0,0,0,0,,schneco01
54,Aaron Dell,29,SJS,G,25,20,10,8,4,70,613,543,.886,3.17,2,1323:17,6,.300,6,127,-14.7,3.40,1.9,0,0,0,0,,dellaa01
55,Mackenzie Blackwood,22,NJD,G,23,21,10,10,0,55,669,614,.918,2.61,2,1263:52,14,.667,4,91,5.3,2.80,4.3,0,0,0,0,,blackma01
56,Laurent Brossoit,25,WPG,G,21,19,13,6,2,49,652,603,.925,2.52,1,1165:17,12,.632,2,83,9.8,2.68,4.7,0,0,0,0,,brossla01
57,Alex Stalock,31,MIN,G,21,16,6,8,3,53,525,472,.899,2.99,0,1065:06,9,.563,1,112,-5.7,3.21,2.3,0,2,2,4,,staloal01
58,Malcolm Subban,25,VEG,G,21,20,8,10,2,60,612,552,.902,2.93,1,1226:47,8,.400,3,109,-4.8,3.13,2.9,0,0,0,4,,subbama01
59,Ryan Miller,38,ANA,G,20,17,8,7,2,51,578,527,.912,2.76,1,1108:48,10,.588,2,98,1.1,2.92,3.3,0,0,0,0,,millery01
60,Garret Sparks,25,TOR,G,20,17,8,9,1,58,592,534,.902,3.15,1,1104:42,8,.471,3,109,-4.6,3.37,2.8,0,0,0,0,,sparkga01
61,Chad Johnson,32,2TM,G,19,11,2,11,0,49,406,357,.879,3.63,1,810:29,3,.273,3,134,-12.4,3.85,0.9,0,0,0,0,,johnsch02
61,Chad Johnson,32,STL,G,10,7,2,6,0,29,250,221,.884,3.55,1,490:47,2,.286,2,129,-6.5,3.79,0.7,0,0,0,0,,johnsch02
61,Chad Johnson,32,ANA,G,9,4,0,5,0,20,156,136,.872,3.75,0,319:42,1,.250,1,142,-5.9,3.94,0.2,0,0,0,0,,johnsch02
62,Anthony Stolarz,25,2TM,G,18,12,4,5,3,50,503,453,.901,3.45,1,868:25,5,.417,2,110,-4.7,3.66,2.3,0,0,0,0,,stolaan01
62,Anthony Stolarz,25,PHI,G,12,10,4,3,3,35,358,323,.902,3.33,1,629:44,4,.400,2,108,-2.7,3.53,1.7,0,0,0,0,,stolaan01
62,Anthony Stolarz,25,EDM,G,6,2,0,2,0,15,145,130,.897,3.77,0,238:41,1,.500,0,115,-1.9,4.02,0.6,0,0,0,0,,stolaan01
63,Antti Niemi,35,MTL,G,17,17,8,6,2,61,539,478,.887,3.78,0,968:48,4,.235,5,126,-12.4,4.03,1.7,0,1,1,0,,niemian02
64,Calvin Pickard,26,2TM,G,17,12,4,6,2,48,384,336,.875,3.86,1,746:48,4,.333,4,139,-13.4,4.10,0.7,0,0,0,2,,pickaca01
64,Calvin Pickard,26,PHI,G,11,8,4,2,2,31,227,196,.863,4.01,1,464:10,2,.250,4,152,-10.5,4.27,0.1,0,0,0,2,,pickaca01
64,Calvin Pickard,26,ARI,G,6,4,0,4,0,17,157,140,.892,3.61,0,282:38,2,.500,0,120,-2.8,3.82,0.6,0,0,0,0,,pickaca01
65,Collin Delia,24,CHI,G,16,14,6,4,3,50,545,495,.908,3.61,0,831:03,6,.429,2,102,-0.9,3.83,2.9,0,0,0,0,,deliaco01
66,Adin Hill,22,ARI,G,13,11,7,5,0,32,322,290,.901,2.76,1,696:21,4,.364,1,110,-3.0,2.93,1.5,0,0,0,0,,hillad01
67,Antti Raanta,29,ARI,G,12,12,5,6,0,33,351,318,.906,2.88,0,687:06,6,.500,1,104,-1.4,3.06,1.8,0,1,1,0,,raantan01
68,Sam Montembeault,22,FLA,G,11,10,4,3,2,30,282,252,.894,3.04,0,591:24,5,.500,3,118,-4.6,3.25,1.1,0,1,1,0,,montesa01
69,Calvin Petersen,24,LAK,G,11,10,5,4,1,27,355,328,.924,2.61,1,621:42,6,.600,1,84,5.0,2.80,2.5,0,0,0,0,,peterca01
70,Mike McKenna,35,2TM,G,11,7,1,5,1,34,316,282,.892,3.99,0,511:15,3,.429,1,119,-5.5,4.22,1.2,0,0,0,0,,mckenmi01
70,Mike McKenna,35,OTT,G,10,6,1,4,1,30,292,262,.897,3.96,0,454:23,3,.500,0,114,-3.7,4.23,1.2,0,0,0,0,,mckenmi01
70,Mike McKenna,35,PHI,G,1,1,0,1,0,4,24,20,.833,4.22,0,56:52,0,.000,1,185,-1.8,4.22,-0.1,0,0,0,0,,mckenmi01
71,Thatcher Demko,23,VAN,G,9,8,4,3,1,25,288,263,.913,2.81,0,534:09,6,.750,2,96,1.0,3.03,1.7,0,1,1,0,,demkoth01
72,Michael Hutchinson,28,2TM,G,9,8,3,4,2,27,239,212,.887,3.27,1,496:10,2,.250,2,125,-5.5,3.51,0.8,0,0,0,0,,hutchmi01
72,Michael Hutchinson,28,FLA,G,4,3,1,1,2,14,87,73,.839,4.17,0,201:14,0,.000,2,179,-6.2,4.47,-0.2,0,0,0,0,,hutchmi01
72,Michael Hutchinson,28,TOR,G,5,5,2,3,0,13,152,139,.914,2.64,1,294:56,2,.400,0,95,0.7,2.85,0.9,0,0,0,0,,hutchmi01
73,Scott Darling,30,CAR,G,8,8,2,4,2,27,233,206,.884,3.34,0,485:34,2,.250,3,129,-6.0,3.58,0.7,0,0,0,0,,darlisc01
74,Michal Neuvirth,30,PHI,G,7,6,1,4,1,26,184,158,.859,4.27,0,365:38,1,.167,4,157,-9.4,4.59,0.0,0,0,0,0,,neuvimi01
75,Kevin Boyle,26,ANA,G,5,4,1,3,0,10,139,129,.928,2.17,1,276:51,2,.500,0,80,2.5,2.38,1.0,0,0,0,0,,boyleke01
76,Marcus Högberg,24,OTT,G,4,4,0,2,1,14,121,107,.884,4.09,0,205:30,1,.250,1,128,-3.1,4.38,0.3,0,0,0,0,,hogbema01
77,Peter Budaj,36,LAK,G,3,1,0,1,0,6,33,27,.818,5.02,0,71:45,0,.000,1,202,-3.0,5.02,-0.1,0,0,0,0,,budajpe01
78,Eddie Pasquale,28,TBL,G,3,3,2,1,0,12,102,90,.882,3.96,0,181:58,1,.333,1,131,-2.8,4.29,0.3,0,0,0,0,,pasqued01
79,Landon Bow,23,DAL,G,2,0,0,0,0,1,19,18,.947,1.03,0,58:15,0,,0,58,0.7,1.03,0.2,0,0,0,0,,bowla01
80,Mike Condon,28,OTT,G,2,2,0,2,0,8,40,32,.800,6.38,0,75:15,0,.000,2,222,-4.4,7.18,-0.2,0,0,0,0,,condomi01
81,Pavel Francouz,28,COL,G,2,0,0,2,0,2,35,33,.943,1.96,0,61:11,0,,0,63,1.2,1.96,0.3,0,0,0,0,,francpa01
82,Christopher Gibson,26,NYI,G,2,0,0,0,0,1,17,16,.941,1.50,0,40:00,0,,0,65,0.5,1.50,0.2,0,0,0,0,,gibsoch01
83,Tristan Jarry,23,PIT,G,2,2,0,1,1,7,62,55,.887,3.50,0,120:03,1,.500,1,125,-1.4,3.50,0.2,0,0,0,0,,jarrytr01
84,Alex Lyon,26,PHI,G,2,1,0,1,0,6,31,25,.806,5.08,0,70:49,0,.000,1,215,-3.2,5.08,-0.2,0,0,0,0,,lyonal01
85,Richard Bachman,31,VAN,G,1,1,0,1,0,6,29,23,.793,6.00,0,60:00,0,.000,1,230,-3.4,6.00,-0.2,0,0,0,0,,bachmri01
86,Eric Comrie,23,WPG,G,1,1,0,1,0,5,28,23,.821,5.01,0,59:53,0,.000,1,198,-2.5,5.01,-0.1,0,0,0,0,,comrier01
87,Joey Daccord,22,OTT,G,1,1,0,1,0,5,40,35,.875,5.00,0,60:00,0,.000,0,139,-1.4,5.00,0.1,0,0,0,0,,daccojo01
88,Michael DiPietro,19,VAN,G,1,1,0,1,0,7,24,17,.708,7.00,0,60:00,0,.000,1,324,-4.8,7.00,-0.4,0,0,0,0,,dipiemi01
89,Kaden Fulcher,20,DET,G,1,0,0,0,0,2,11,9,.818,4.41,0,27:13,0,,0,202,-1.0,4.41,0.0,0,0,0,0,,fulchka01
90,Maxime Lagace,26,VEG,G,1,1,0,1,0,4,31,27,.871,4.03,0,59:31,0,.000,0,143,-1.2,4.03,0.0,0,0,0,0,,lagacma01
91,Charlie Lindgren,25,MTL,G,1,1,1,0,0,5,49,44,.898,4.62,0,65:00,0,.000,0,113,-0.6,4.62,0.2,0,0,0,0,,lindgch01
92,Hunter Miska,23,ARI,G,1,0,0,0,0,1,9,8,.889,3.28,0,18:16,0,,0,123,-0.2,3.28,0.0,0,0,0,0,,miskahu01
93,Alex Nedeljkovic,23,CAR,G,1,1,1,0,0,2,26,24,.923,2.00,0,60:00,1,1.000,0,85,0.3,2.00,0.2,0,0,0,0,,nedelal01
