Rk,Player,Age,Team,Pos,GP,GS,W,L,T/O,GA,Shots,SV,SV%,GAA,SO,MIN,QS,QS%,RBS,GA%-,GSAA,GAA/A,GPS,G,A,PTS,PIM,Awards,-9999
17,Karel Vejmelka,26,ARI,G,50,49,18,24,6,168,1670,1502,.899,3.43,3,2940:50,22,.449,7,105,-8.1,3.47,8.6,0,0,0,2,,vejmeka01
18,Linus Ullmark,29,BOS,G,49,48,40,6,1,91,1457,1366,.938,1.89,2,2882:12,43,.896,1,65,48.5,1.89,13.2,1,0,1,2,ASGASnhl-1Byng-29Hart-10Jennings-1Vezina-1,ullmali01
19,Martin Jones,33,SEA,G,48,42,27,13,3,131,1145,1014,.886,2.99,3,2625:39,20,.476,14,119,-21.4,3.02,4.3,0,0,0,0,,jonesma02
20,Tristan Jarry,27,PIT,G,47,47,24,13,7,128,1414,1286,.909,2.90,2,2650:02,27,.574,5,95,7.4,2.92,8.8,0,2,2,2,,jarrytr01
21,Marc-André Fleury,38,MIN,G,46,45,24,16,4,126,1367,1241,.908,2.85,2,2654:17,26,.578,8,96,4.9,2.87,8.2,0,1,1,2,Byng-20,fleurma01
22,James Reimer,34,SJS,G,43,41,12,21,8,147,1335,1188,.890,3.48,3,2538:00,18,.439,11,115,-19.2,3.52,5.6,0,0,0,2,,reimeja01
23,Jake Allen,32,MTL,G,42,41,15,24,3,145,1335,1190,.891,3.55,1,2450:25,20,.488,10,113,-17.2,3.60,5.8,0,1,1,2,,allenja01
24,Ilya Samsonov,25,TOR,G,42,40,27,10,5,96,1184,1088,.919,2.33,4,2475:36,27,.675,7,85,17.4,2.35,8.5,0,2,2,0,,samsoil01
25,Jonathan Quick,37,2TM,G,41,36,16,15,6,127,1080,953,.882,3.41,2,2234:45,14,.389,10,123,-23.6,3.44,3.7,0,0,0,4,,quickjo01
25,Jonathan Quick,37,LAK,G,31,27,11,13,4,99,798,699,.876,3.50,1,1698:23,10,.370,8,130,-22.6,3.53,2.2,0,0,0,2,,quickjo01
25,Jonathan Quick,37,VEG,G,10,9,5,2,2,28,282,254,.901,3.13,1,536:22,4,.444,2,104,-1.0,3.13,1.5,0,0,0,2,,quickjo01
26,Sam Montembeault,26,MTL,G,40,39,16,19,3,133,1345,1212,.901,3.42,0,2333:51,21,.538,8,103,-4.2,3.47,7.2,0,0,0,0,,montesa01
27,Philipp Grubauer,31,SEA,G,39,36,17,14,4,98,930,832,.895,2.85,0,2065:37,22,.611,11,110,-9.0,2.88,4.4,0,1,1,0,,grubaph01
28,Filip Gustavsson,24,MIN,G,39,37,22,9,7,81,1173,1092,.931,2.10,3,2310:56,27,.730,4,72,31.3,2.13,9.8,0,1,1,0,ASnhl-7,gustafi01
29,Petr Mrázek,30,CHI,G,39,38,10,22,3,132,1248,1116,.894,3.66,0,2165:10,19,.500,7,110,-12.5,3.71,5.8,0,2,2,4,,mrazepe01
30,Joonas Korpisalo,28,2TM,G,39,37,18,14,4,104,1206,1102,.914,2.87,1,2171:57,24,.649,3,90,11.5,2.90,8.0,0,0,0,0,,korpijo01
30,Joonas Korpisalo,28,CBJ,G,28,26,11,11,3,82,926,844,.911,3.17,0,1550:57,16,.615,2,92,6.7,3.21,5.9,0,0,0,0,,korpijo01
30,Joonas Korpisalo,28,LAK,G,11,11,7,3,1,22,280,258,.921,2.13,1,621:00,8,.727,1,82,4.8,2.13,2.1,0,0,0,0,,korpijo01
31,Casey DeSmith,31,PIT,G,38,33,15,16,4,109,1142,1033,.905,3.17,0,2065:57,16,.485,7,100,0.3,3.19,6.5,0,0,0,2,,desmica01
32,Pheonix Copley,31,LAK,G,37,35,24,6,3,92,947,855,.903,2.64,1,2089:29,21,.600,8,101,-1.3,2.67,5.2,0,1,1,19,,copleph01
33,Kaapo Kähkönen,26,SJS,G,37,37,9,20,7,135,1149,1014,.883,3.85,1,2106:15,14,.378,12,123,-25.0,3.90,4.0,0,0,0,0,,kahkoka01
34,Jeremy Swayman,24,BOS,G,37,33,24,6,4,76,953,877,.920,2.27,4,2012:59,21,.636,4,83,15.3,2.30,6.9,0,0,0,2,ASnhl-9Byng-33Jennings-1,swaymje01
35,Logan Thompson,25,VEG,G,37,36,21,13,3,96,1132,1036,.915,2.65,2,2171:22,20,.556,1,89,12.4,2.68,7.7,0,0,0,2,ASGAR-2Calder-8,thomplo01
36,Jack Campbell,31,EDM,G,36,34,21,9,4,115,1027,912,.888,3.41,1,2026:23,12,.353,8,117,-16.7,3.46,4.1,0,1,1,2,,campbja01
37,Cam Talbot,35,OTT,G,36,32,17,14,2,95,935,840,.898,2.93,1,1947:00,21,.656,9,106,-5.5,2.96,4.7,0,0,0,0,,talboca01
38,Frederik Andersen,33,CAR,G,34,33,21,11,1,82,849,767,.903,2.48,1,1984:21,17,.515,6,101,-0.7,2.51,4.7,0,1,1,0,,anderfr01
39,Ukko-Pekka Luukkonen,23,BUF,G,33,32,17,11,4,115,1054,939,.891,3.61,0,1910:13,13,.406,7,114,-14.1,3.67,4.5,0,1,1,2,,luukkuk01
40,Thatcher Demko,27,VAN,G,32,32,14,14,4,99,1005,906,.901,3.16,1,1878:31,14,.438,6,103,-2.8,3.19,5.4,0,1,1,4,,demkoth01
41,Charlie Lindgren,29,WSH,G,31,26,13,11,3,86,853,767,.899,3.05,0,1692:04,14,.538,4,105,-4.3,3.08,4.4,0,1,1,0,,lindgch01
42,Elvis Merzļikins,28,CBJ,G,30,27,7,18,2,110,889,779,.876,4.23,0,1560:12,8,.296,6,129,-24.9,4.31,2.5,0,1,1,4,,merzlel01
43,Spencer Martin,27,VAN,G,29,27,11,15,1,107,830,723,.871,3.99,0,1610:11,8,.296,9,135,-27.5,4.06,1.9,0,0,0,0,,martisp01
44,Anton Forsberg,30,OTT,G,28,25,11,11,2,80,817,737,.902,3.26,2,1471:43,12,.480,6,102,-1.8,3.30,4.4,0,0,0,2,,forsban01
45,Adin Hill,26,VEG,G,27,25,16,7,1,61,721,660,.915,2.45,0,1490:54,16,.640,4,88,8.0,2.50,4.9,0,1,1,2,,hillad01
46,Connor Ingram,25,ARI,G,27,26,6,13,8,89,960,871,.907,3.37,1,1586:40,15,.577,4,97,2.9,3.40,5.7,0,0,0,2,,ingraco01
47,Antti Raanta,33,CAR,G,27,26,19,3,3,58,644,586,.910,2.23,4,1561:13,13,.500,5,94,3.7,2.27,4.0,0,0,0,0,,raantan01
48,Alex Stalock,35,CHI,G,27,24,9,15,2,74,804,730,.908,3.01,2,1475:20,13,.542,2,96,3.0,3.05,4.9,0,0,0,16,,staloal01
49,Daniel Vladař,25,CGY,G,27,23,14,6,5,71,667,596,.894,2.87,0,1483:55,10,.435,4,111,-7.1,2.91,3.1,0,0,0,2,,vladada01
50,Craig Anderson,41,BUF,G,26,24,11,11,2,76,823,747,.908,3.06,1,1490:02,12,.500,5,96,2.8,3.10,4.9,0,1,1,2,,andercr01
51,Matt Murray,28,TOR,G,26,26,14,8,2,74,761,687,.903,3.01,1,1473:10,13,.500,8,102,-1.1,3.05,4.2,0,0,0,0,,murrama02
52,Jaroslav Halák,37,NYR,G,25,24,10,9,5,66,680,614,.903,2.72,1,1453:56,15,.625,3,101,-0.9,2.76,3.8,0,1,1,0,,halakja01
53,Pyotr Kochetkov,23,CAR,G,24,23,12,7,5,57,627,570,.909,2.44,4,1403:56,13,.565,4,95,3.0,2.48,3.9,0,0,0,0,,kochepy01
54,Semyon Varlamov,34,NYI,G,23,22,11,9,2,60,689,629,.913,2.70,2,1334:44,14,.636,4,91,6.0,2.74,4.5,0,0,0,0,,varlasi01
55,Mackenzie Blackwood,26,NJD,G,22,20,10,6,2,60,563,503,.893,3.20,0,1125:33,11,.550,5,111,-6.1,3.25,2.6,0,0,0,2,,blackma01
56,Brian Elliott,37,TBL,G,22,22,12,8,2,75,689,614,.891,3.40,2,1324:44,9,.409,5,114,-9.0,3.44,3.0,0,1,1,0,,elliobr01
57,Thomas Greiss,37,STL,G,21,16,7,10,0,65,626,561,.896,3.58,1,1089:21,6,.375,4,108,-5.1,3.64,3.0,0,0,0,0,,greisth01
58,Spencer Knight,21,FLA,G,21,19,9,8,3,62,627,565,.901,3.18,1,1168:45,8,.421,3,103,-2.0,3.23,3.4,0,1,1,0,,knighsp01
59,David Rittich,30,WPG,G,21,18,9,8,1,50,506,456,.901,2.67,0,1121:41,8,.444,2,103,-1.6,2.73,2.7,0,0,0,2,,rittida01
60,Scott Wedgewood,30,DAL,G,21,18,9,8,3,51,603,552,.915,2.72,1,1126:46,13,.722,1,88,6.7,2.77,4.1,0,0,0,0,,wedgesc01
61,Collin Delia,28,VAN,G,20,18,10,6,2,62,526,464,.882,3.28,0,1135:40,8,.444,4,123,-11.6,3.33,1.8,0,1,1,0,,deliaco01
62,Felix Sandström,26,PHI,G,20,18,3,12,3,69,575,506,.880,3.72,0,1112:51,5,.278,4,125,-13.9,3.77,1.8,0,0,0,0,,sandsfe01
63,Eric Comrie,27,BUF,G,19,19,9,9,1,68,594,526,.886,3.67,1,1111:59,8,.421,5,120,-11.1,3.72,2.2,0,1,1,2,,comrier01
64,Lukáš Dostál,22,ANA,G,19,17,4,10,3,67,679,612,.901,3.78,0,1062:43,12,.706,1,103,-2.0,3.84,3.6,0,0,0,0,,dostalu01
65,Kevin Lankinen,27,NSH,G,19,18,9,8,1,49,583,534,.916,2.75,0,1069:10,11,.611,3,88,6.8,2.81,4.0,0,0,0,2,,lankike01
66,Anthony Stolarz,29,ANA,G,19,12,5,6,0,51,494,443,.897,3.73,0,820:03,3,.250,2,108,-3.7,3.80,2.4,0,0,0,0,,stolaan01
67,Mads Søgaard,22,OTT,G,19,17,8,6,3,58,524,466,.889,3.32,0,1047:30,8,.471,4,116,-7.8,3.38,2.2,0,1,1,0,,sogaama01
68,Akira Schmid,22,NJD,G,18,14,9,5,2,32,408,376,.922,2.13,1,901:21,9,.643,2,82,7.1,2.13,3.0,0,0,0,0,,schmiak01
69,Magnus Hellberg,31,2TM,G,18,14,5,8,1,50,447,397,.888,3.20,0,936:21,6,.429,2,117,-7.2,3.27,1.8,0,0,0,0,,hellbma01
69,Magnus Hellberg,31,OTT,G,1,1,1,0,0,2,31,29,.935,2.00,0,60:00,1,1.000,0,67,1.0,2.00,0.3,0,0,0,0,,hellbma01
69,Magnus Hellberg,31,DET,G,17,13,4,8,1,48,416,368,.885,3.29,0,876:21,5,.385,2,121,-8.2,3.35,1.5,0,0,0,0,,hellbma01
70,Daniil Tarasov,23,CBJ,G,17,16,4,11,1,57,528,471,.892,3.91,0,874:08,6,.375,5,113,-6.4,3.98,2.3,0,1,1,0,,tarasda02
71,Pavel Francouz,32,COL,G,16,16,8,7,1,42,493,451,.915,2.61,1,964:32,9,.563,3,89,5.2,2.61,3.3,0,1,1,0,,francpa01
72,Michael Hutchinson,32,CBJ,G,16,10,2,6,3,54,432,378,.875,4.29,0,755:27,2,.200,2,131,-12.6,4.37,1.2,0,1,1,0,,hutchmi01
73,Alex Lyon,30,FLA,G,15,14,9,4,2,43,488,445,.912,2.89,1,893:11,10,.714,2,92,3.7,2.89,3.1,0,0,0,0,,lyonal01
74,Alex Nedeljkovic,27,DET,G,15,13,5,7,2,49,466,417,.895,3.53,0,832:38,5,.385,2,110,-4.4,3.60,2.2,0,0,0,2,,nedelal01
75,Arvid Söderblom,23,CHI,G,15,13,2,10,2,48,453,405,.894,3.45,0,835:14,6,.462,2,111,-4.6,3.52,2.1,0,0,0,0,,soderar01
76,Samuel Ersson,23,PHI,G,12,10,6,3,0,33,327,294,.899,3.07,1,644:55,5,.500,2,105,-1.7,3.07,1.7,0,0,0,0,,erssosa01
77,Laurent Brossoit,29,VEG,G,11,10,7,0,3,23,317,294,.927,2.17,0,636:02,7,.700,1,76,7.4,2.17,2.5,0,0,0,0,,brossla01
78,Erik Källgren,26,TOR,G,10,9,3,2,4,25,246,221,.898,2.67,0,561:40,3,.333,2,106,-1.4,2.67,1.2,0,0,0,0,,kallger01
79,Calvin Petersen,28,LAK,G,10,9,5,3,2,34,257,223,.868,3.75,0,543:28,3,.333,3,138,-9.4,3.75,0.5,0,0,0,0,,peterca01
80,Devon Levi,21,BUF,G,7,7,5,2,0,21,222,201,.905,2.94,0,429:01,5,.714,1,99,0.3,2.94,1.3,0,0,0,0,,levide01
81,Ivan Prosvetov,23,ARI,G,7,7,4,3,0,28,234,206,.880,3.98,0,422:02,3,.429,2,125,-5.6,3.98,0.8,0,0,0,0,,prosviv01
82,Joseph Woll,24,TOR,G,7,7,6,1,0,15,219,204,.932,2.16,0,416:26,6,.857,0,72,6.0,2.16,1.8,0,0,0,0,,wolljo01
83,Joel Hofer,22,STL,G,6,6,3,1,1,17,179,162,.905,3.22,0,317:12,3,.500,1,99,0.1,3.22,1.0,0,0,0,0,,hoferjo01
84,Jaxson Stauber,23,CHI,G,6,6,5,1,0,17,191,174,.911,2.81,0,363:30,4,.667,0,93,1.3,2.81,1.2,0,0,0,0,,staubja01
85,Joey Daccord,26,SEA,G,5,4,2,1,1,13,130,117,.900,3.14,0,248:08,1,.250,0,104,-0.6,3.14,0.7,0,0,0,0,,daccojo01
86,Arturs Silovs,21,VAN,G,5,5,3,2,0,14,152,138,.908,2.75,0,305:56,4,.800,1,96,0.6,2.75,0.9,0,0,0,0,,silovar01
87,Aaron Dell,33,SJS,G,4,3,0,3,0,9,103,94,.913,2.71,0,199:17,2,.667,0,91,0.9,2.71,0.7,0,0,0,0,,dellaa01
88,Dustin Tokarski,33,PIT,G,4,2,1,2,0,12,117,105,.897,3.44,0,209:24,1,.500,0,107,-0.8,3.44,0.6,0,0,0,0,,tokardu01
89,Jon Gillies,29,CBJ,G,3,2,1,1,0,9,66,57,.864,4.57,0,118:09,0,.000,0,142,-2.7,4.57,0.1,0,0,0,0,,gillijo01
90,Jonas Johansson,27,COL,G,3,2,2,0,0,5,73,68,.932,2.10,0,142:57,1,.500,0,72,2.0,2.10,0.6,0,0,0,0,,johanjo03
91,Kevin Mandolese,22,OTT,G,3,3,1,2,0,10,119,109,.916,3.29,0,182:12,2,.667,0,88,1.4,3.29,0.8,0,0,0,0,,mandoke01
92,Matt Murray,24,DAL,G,3,3,1,2,0,10,64,54,.844,3.39,0,177:02,1,.333,1,163,-3.9,3.39,0.0,0,0,0,0,,murrama03
93,Cayden Primeau,23,MTL,G,3,2,0,2,0,8,54,46,.852,3.46,0,138:35,1,.500,1,155,-2.8,3.46,0.0,0,0,0,0,,primeca01
94,Justus Annunen,22,COL,G,2,2,1,1,0,7,48,41,.854,3.58,0,117:20,1,.500,1,152,-2.4,3.58,0.0,0,0,0,0,,annunju01
95,Dylan Ferguson,24,OTT,G,2,2,1,1,0,5,83,78,.940,2.52,0,118:52,1,.500,0,63,2.9,2.52,0.8,0,0,0,0,,fergudy01
96,Eetu Mäkiniemi,23,SJS,G,2,1,1,0,1,3,32,29,.906,2.13,0,84:20,1,1.000,0,98,0.1,2.13,0.2,0,0,0,0,,makinee01
97,Leevi Merilainen,20,OTT,G,2,2,0,1,1,6,49,43,.878,4.23,0,85:05,1,.500,1,128,-1.3,4.23,0.1,0,0,0,0,,merille01
98,Jiří Patera,23,VEG,G,2,2,2,0,0,5,70,65,.929,2.50,0,120:00,2,1.000,0,75,1.7,2.50,0.6,0,0,0,0,,paterji01
99,Keith Kinkaid,33,2TM,G,2,1,1,0,0,2,40,38,.950,1.37,0,87:51,1,1.000,0,52,1.8,1.37,0.4,0,0,0,0,,kinkake01
99,Keith Kinkaid,33,BOS,G,1,1,1,0,0,1,31,30,.968,1.00,0,59:54,1,1.000,0,34,2.0,1.00,0.4,0,0,0,0,,kinkake01
99,Keith Kinkaid,33,COL,G,1,0,0,0,0,1,9,8,.889,2.15,0,27:57,0,,0,116,-0.1,2.15,0.0,0,0,0,0,,kinkake01
100,Jett Alexander,23,TOR,G,1,0,0,0,0,0,0,0,,.00,0,1:10,0,,0,,0.0,.00,0.0,0,0,0,0,,alexaje01
101,Yaroslav Askarov,20,NSH,G,1,1,0,1,0,4,35,31,.886,4.15,0,57:50,0,.000,0,119,-0.6,4.15,0.1,0,0,0,0,,askarya01
102,Matthew Berlin,,EDM,G,1,0,0,0,0,0,1,1,1.000,.00,0,2:26,0,,0,0,0.1,.00,0.0,0,0,0,0,,berlima01
103,Olle Eriksson Ek,23,ANA,G,1,1,0,0,1,5,39,34,.872,4.69,0,63:59,0,.000,0,134,-1.3,4.69,0.1,0,0,0,0,,eriksol01
104,Jet Greaves,21,CBJ,G,1,1,0,1,0,3,49,46,.939,3.05,0,58:57,1,1.000,0,64,1.7,3.05,0.4,0,0,0,0,,greavje01
105,Anton Khudobin,36,CHI,G,1,1,0,1,0,6,28,22,.786,6.00,0,60:00,0,.000,1,224,-3.3,6.00,-0.2,0,0,0,0,,khudoan01
106,Dylan Wells,25,CHI,G,1,0,0,0,0,1,13,12,.923,3.00,0,20:00,0,,0,80,0.2,3.00,0.1,0,0,0,0,,wellsdy01
107,Dustin Wolf,21,CGY,G,1,1,1,0,0,1,24,23,.958,1.00,0,59:54,1,1.000,0,44,1.3,1.00,0.3,0,0,0,0,,wolfdu01
